DNA_plate	DNA_well	sid	phylo_entropy	quadratic	unrooted_pd	rooted_pd	bwpd
P5	A8	S441	3.15798	0.951435	114.958	114.958	2.20176
P5	A9	S449	3.83242	1.09074	145.538	145.538	2.44926
P5	B10	S458	2.99839	0.868989	110.977	110.977	2.03108
P5	B11	S466	3.41832	0.925478	140.821	140.821	2.10061
P5	B12	S474	3.27437	0.898875	119.124	119.124	2.01676
P5	B1	S386	3.11245	0.903943	118.448	118.448	2.17898
P5	B2	S394	1.90898	0.67784	43.4356	43.4356	1.7183
P5	B3	S402	3.28304	0.942265	106.997	106.997	2.15885
P5	B4	S410	3.00024	1.01956	91.9802	91.9802	2.45554
P5	B5	S418	3.2874	0.991814	110.527	110.527	2.36026
P5	B6	S426	3.4916	0.959787	137.084	137.084	2.2055
P5	B7	S434	3.30616	0.945666	126.272	126.272	2.14211
P5	B8	S442	3.4158	0.908605	131.088	131.088	2.06713
P5	B9	S450	3.75219	1.07563	129.363	129.363	2.42085
P5	C10	S459	2.95997	0.854877	110.15	110.15	2.03524
P5	C11	S467	3.34816	0.982407	117.854	117.854	2.24523
P5	C12	S475	3.23599	0.906362	136.377	136.377	2.04678
P5	C1	S387	3.38192	0.95005	118.763	118.763	2.1194
P5	C2	S395	1.15163	0.287678	64.7204	64.7204	0.609558
P5	C3	S403	3.25014	0.970532	116.921	116.921	2.34841
P5	C4	S411	3.25145	0.944862	114.441	114.441	2.19115
P5	C5	S419	3.32778	0.942327	124.706	124.706	2.15403
P5	C6	S427	3.19547	0.916037	126.83	126.83	2.10861
P5	C7	S435	3.57895	1.04139	121.437	121.437	2.34498
P5	C8	S443	3.32567	0.922727	108.309	108.309	2.09403
P5	C9	S451	3.38791	1.10027	108.102	108.102	2.60339
P5	D10	S460	3.45012	1.06045	119.312	119.312	2.45037
P5	D11	S468	2.99017	0.88905	118.326	118.326	2.15012
P5	D12	S476	3.59039	1.00609	148.94	148.94	2.25231
P5	D1	S388	3.2528	0.944015	120.292	120.292	2.17873
P5	D2	S396	3.21138	0.844396	132.313	132.313	1.93474
P5	D3	S404	3.31596	0.920858	124.336	124.336	2.14373
P5	D4	S412	3.49548	0.922249	139.103	139.103	2.05911
P5	D5	S420	3.55523	1.02703	120.215	120.215	2.33435
P5	D6	S428	3.13892	0.995242	93.2981	93.2981	2.3508
P5	D7	S436	3.094	0.904341	111.98	111.98	2.12652
P5	D8	S444	3.46108	0.942218	120.563	120.563	2.08924
P5	D9	S452	3.5738	0.980795	124.87	124.87	2.16553
P5	E10	S461	3.62927	1.07846	131.015	131.015	2.44884
P5	E11	S469	3.1929	0.873037	123.941	123.941	1.95636
P5	E12	S477	3.05527	0.827553	121.816	121.816	1.89935
P5	E1	S389	3.29692	0.943771	94.9713	94.9713	2.14694
P5	E2	S397	3.28907	0.926296	121.296	121.296	2.12648
P5	E3	S405	3.18886	0.898013	119.124	119.124	2.06354
P5	E4	S413	3.47196	0.968372	131.647	131.647	2.1598
P5	E5	S421	3.29121	0.870287	135.073	135.073	1.97235
P5	E6	S429	2.94546	0.889984	92.1298	92.1298	2.24211
P5	E7	S437	2.85477	0.850071	91.9261	91.9261	2.00714
P5	E8	S445	3.17381	0.857957	122.517	122.517	1.97135
P5	E9	S453	3.33965	0.884219	133.632	133.632	2.01547
P5	F10	S462	3.30286	0.980065	120.565	120.565	2.24253
P5	F11	S470	3.58086	0.941643	145.855	145.855	2.11023
P5	F12	S478	3.25106	0.888169	139.248	139.248	2.04108
P5	F1	S390	2.69502	0.803999	97.361	97.361	1.89188
P5	F2	S398	3.16956	0.927012	131.197	131.197	2.21868
P5	F3	S406	3.08833	0.913172	116.469	116.469	2.17006
P5	F4	S414	2.96002	0.897642	94.9081	94.9081	2.1422
P5	F5	S422	3.29612	0.890354	119.671	119.671	2.00797
P5	F6	S430	3.19421	0.928177	112.518	112.518	2.15144
P5	F7	S438	3.01757	0.900242	98.3509	98.3509	2.14527
P5	F8	S446	3.10245	0.956094	100.251	100.251	2.20949
P5	F9	S454	3.20236	0.843797	128.382	128.382	1.92032
P5	G10	S463	2.90768	0.77927	129.52	129.52	1.80772
P5	G11	S471	3.18119	0.951368	119.446	119.446	2.42108
P5	G12	S479	3.15632	0.845416	130.067	130.067	1.94084
P5	G1	S391	3.07047	0.883838	103.176	103.176	2.02676
P5	G2	S399	3.21852	0.89786	121.753	121.753	2.04998
P5	G3	S407	2.91214	0.898702	102.314	102.314	2.12891
P5	G4	S415	3.40067	0.928653	138.189	138.189	2.10996
P5	G5	S423	3.4057	0.888911	132.159	132.159	2.0198
P5	G6	S431	2.22483	0.769742	85.8227	85.8227	2.22562
P5	G7	S439	3.49605	0.944984	124.782	124.782	2.12756
P5	G8	S447	3.37412	0.942423	119.532	119.532	2.14347
P5	G9	S455	3.26435	0.902017	128.696	128.696	2.11155
P5	H10	S464	3.43381	0.902939	136.135	136.135	1.99022
P5	H11	S472	3.18303	0.906407	121.887	121.887	2.1393
P5	H12	S480	3.26583	0.971826	114.001	114.001	2.25581
P5	H1	S392	3.01169	0.919841	112.607	112.607	2.26269
P5	H2	S400	3.31141	0.96519	123.107	123.107	2.30119
P5	H3	S408	3.16263	0.861833	127.209	127.209	1.97329
P5	H4	S416	3.16463	0.863474	119.695	119.695	1.97152
P5	H5	S424	3.04743	0.857132	112.778	112.778	2.00075
P5	H6	S432	3.47128	0.945975	139.664	139.664	2.15689
P5	H7	S440	3.44503	0.951927	131.703	131.703	2.12056
P5	H8	S448	3.39183	0.92886	128.084	128.084	2.12686
P5	H9	S456	3.28802	0.993127	108.79	108.79	2.35409
P6	A10	S553	3.31054	0.955978	112.347	112.347	2.18961
P6	A11	S561	3.46189	0.919934	149.144	149.144	2.05569
P6	A12	S569	3.64732	0.965727	128.033	128.033	2.10407
P6	A1	S481	3.28734	0.905422	112.554	112.554	2.04759
P6	A2	S489	1.26515	0.315036	72.5933	72.5933	0.668433
P6	A3	S497	3.45415	0.941756	123.771	123.771	2.09044
P6	A4	S505	3.41584	0.913586	142.192	142.192	2.04922
P6	A5	S513	3.42327	0.909408	122.167	122.167	2.03105
P6	A6	S521	2.88359	0.884846	105.613	105.613	2.16307
P6	A7	S529	2.31595	0.866022	13.545	13.545	2.01356
P6	A8	S537	3.42495	0.938621	133.134	133.134	2.12265
P6	A9	S545	3.22642	0.874501	129.263	129.263	1.99615
P6	B10	S554	3.55319	1.0335	125.225	125.225	2.31097
P6	B11	S562	3.46836	0.922022	139.575	139.575	2.08862
P6	B12	S570	3.40327	0.882352	142.669	142.669	1.95351
P6	B1	S482	3.26194	0.879223	139.678	139.678	2.02423
P6	B2	S490	3.28218	0.920149	112.179	112.179	2.09818
P6	B3	S498	3.4774	0.924839	135.376	135.376	2.05189
P6	B4	S506	3.42847	1.00136	75.5226	75.5226	2.22793
P6	B5	S514	2.87628	0.827315	106.903	106.903	1.963
P6	B6	S522	3.1897	0.896621	116.684	116.684	2.09772
P6	B7	S530	3.09026	0.917675	116.676	116.676	2.1892
P6	B8	S538	3.15057	0.895336	114.069	114.069	2.07956
P6	B9	S546	3.06097	0.916518	104.614	104.614	2.15643
P6	C10	S555	3.26338	0.877614	132.612	132.612	1.9576
P6	C11	S563	3.22039	0.867189	124.278	124.278	1.95727
